iter	Logloss
124	0.1605091904
125	0.1591691238
126	0.1581790145
127	0.1567873905
128	0.1557625233
129	0.1545296842
130	0.1532053258
131	0.1520940134
132	0.15091841
133	0.1499204426
134	0.1484126207
135	0.1470072009
136	0.1458903791
137	0.1449843408
138	0.1439803222
139	0.1431774311
140	0.1422327387
141	0.1411929073
142	0.1400071513
143	0.1389553261
144	0.1378421608
145	0.1367050609
146	0.1356648953
147	0.1346886292
148	0.1336999565
149	0.1326125086
150	0.1315933013
151	0.1306669803
152	0.1299344353
153	0.1291106924
154	0.1283200438
155	0.1274259996
156	0.1267379423
157	0.1259048977
158	0.1251152719
159	0.1243173854
160	0.1234769229
161	0.1225038334
162	0.1218591019
163	0.1208987771
164	0.1200247932
165	0.1190815123
166	0.1184583286
167	0.1176934283
168	0.1169652271
169	0.1163264276
170	0.1154194154
171	0.1148253985
172	0.1141601317
173	0.1136471355
174	0.1128769504
175	0.1121876676
176	0.1116903284
177	0.1108474618
178	0.1102397533
179	0.10940732
180	0.1087554637
181	0.1081060101
182	0.107232589
183	0.1065243647
184	0.1060281007
185	0.1054470636
186	0.1047237437
187	0.104205924
188	0.1036204704
189	0.1029334659
190	0.1023338432
191	0.1016751114
192	0.1011778699
193	0.1004191112
194	0.09980119491
195	0.09921902316
196	0.09866517439
197	0.09826575663
198	0.09769583366
199	0.09699775931
200	0.09614770675
201	0.09561576614
202	0.09512703505
203	0.09429077506
204	0.09380517709
205	0.09321975353
206	0.09264553685
207	0.09221073126
208	0.09168590528
209	0.09121935408
210	0.09067610849
211	0.09007924465
212	0.08968188256
213	0.08941944193
214	0.08887329326
215	0.08858695414
216	0.08817416499
217	0.08784565219
218	0.08743391396
219	0.08709723166
220	0.08655200523
221	0.08615380429
222	0.0856777895
223	0.08526651893
224	0.08478361095
225	0.0844620185
226	0.0840328238
227	0.0836711593
228	0.08318979185
229	0.0828490921
230	0.08238748999
231	0.0819902004
232	0.08164974039
233	0.08114630061
234	0.08078888055
235	0.08036171091
236	0.07990943838
237	0.07949496572
238	0.07918928146
239	0.07885112968
240	0.07847746073
241	0.07817081139
242	0.07795896027
243	0.07759249274
244	0.07719906312
245	0.07674614385
246	0.07642600503
247	0.07608299823
248	0.07562851722
249	0.07525687462
250	0.07497284647
251	0.07452525587
252	0.07406306876
253	0.07358964946
254	0.07329118951
255	0.07292615818
256	0.07261686403
257	0.07227804706
258	0.07192286543
259	0.07160558668
260	0.07128969129
261	0.07089355128
262	0.07052976378
263	0.07023542893
264	0.06990231597
265	0.06957406392
266	0.06928580896
267	0.06890008135
268	0.0685555868
269	0.06830253719
270	0.06791917963
271	0.06764053975
272	0.06733417684
273	0.06704415847
274	0.06667382756
275	0.06638742477
276	0.06602612057
277	0.06579833079
278	0.06556625197
279	0.06525953005
280	0.06496290705
281	0.06465207423
282	0.06426466733
283	0.06385396083
284	0.06356511439
285	0.06328388477
286	0.06302943505
287	0.0628130193
288	0.06248919814
289	0.06218869236
290	0.06202743823
291	0.06174432858
292	0.06152158335
293	0.06131589519
294	0.06110665381
295	0.06080959579
296	0.06047830686
297	0.06025425282
298	0.06003648347
299	0.05977016635
300	0.05944788421
301	0.05924574184
302	0.059022713
303	0.05875885597
304	0.0584812279
305	0.05831654005
306	0.0580906681
307	0.05780705403
308	0.0576663547
309	0.05747569143
310	0.05725345082
311	0.05703829287
312	0.0568775832
313	0.05667289122
314	0.05647612186
315	0.05629500145
316	0.05616324122
317	0.05592051864
318	0.05572348761
319	0.05540354603
320	0.05515884126
321	0.05497179566
322	0.05472857158
323	0.05451477364
324	0.05434527735
325	0.05414573273
326	0.0540365869
327	0.05383774253
328	0.05364898778
329	0.0534623529
330	0.05323685474
331	0.05297670122
332	0.05274563789
333	0.05260674425
334	0.05243364726
335	0.0522336605
336	0.05206131485
337	0.05183808045
338	0.05173322987
339	0.05152926788
340	0.05138220317
341	0.05125282821
342	0.05105679099
343	0.05090018979
344	0.05071122118
345	0.05058250631
346	0.050439474
347	0.05020919872
348	0.04997983307
349	0.04983251887
350	0.04969925308
351	0.04953299948
352	0.04931823643
353	0.04918107455
354	0.04897182084
355	0.04882668876
356	0.04862267736
357	0.0485097268
358	0.04830650436
359	0.04807707935
360	0.04787444595
361	0.0477503215
362	0.0476024851
363	0.04744659201
364	0.04728868591
365	0.04715735294
366	0.04695007904
367	0.04675892236
368	0.04661248688
369	0.04652640369
370	0.04640104113
371	0.04627625332
372	0.04614384501
373	0.04600313254
374	0.04580918752
375	0.04562976246
376	0.04547822909
377	0.04526306339
378	0.04510889332
379	0.04489647964
380	0.04478410423
381	0.04464822615
382	0.04451556532
383	0.04437907661
384	0.04425008305
385	0.0441171061
386	0.0439142916
387	0.04375686633
388	0.04359906754
389	0.0434432009
390	0.04329981724
391	0.04315819663
392	0.04297008184
393	0.04286578778
394	0.04271630695
395	0.04259730113
396	0.04243621893
397	0.0423516946
398	0.04225611622
399	0.04222305208
400	0.04207538047
401	0.04191627174
402	0.04182074541
403	0.04170400211
404	0.04157728984
405	0.04146146263
406	0.04131597793
407	0.04118121035
408	0.04108208137
409	0.04094248125
410	0.04083787136
411	0.04074980426
412	0.04063851043
413	0.04045733971
414	0.04036060373
415	0.04025189975
416	0.04014883236
417	0.04001749675
418	0.03988447796
419	0.03977324265
420	0.03966687865
421	0.03953010186
422	0.03933838362
423	0.03920654213
424	0.03908775447
425	0.03889612254
426	0.0387595009
427	0.0386062198
428	0.038515193
429	0.03841622768
430	0.03835668942
431	0.03820876252
432	0.03807885874
433	0.03794947427
434	0.03790645455
435	0.0377733151
436	0.03765805995
437	0.03753400046
438	0.03745423632
439	0.03738407974
440	0.03725832128
441	0.03716475547
442	0.03711656601
443	0.03699436327
444	0.03693436268
445	0.03681382997
446	0.03671067661
447	0.03661198392
448	0.03650687014
449	0.03633673301
450	0.03619133624
451	0.03615619801
452	0.03603566118
453	0.03588560519
454	0.03581000171
455	0.0356637928
456	0.03554256116
457	0.03542213682
458	0.03531864616
459	0.03521395929
460	0.03510649123
461	0.03497076022
462	0.03486177692
463	0.03475972868
464	0.03465940274
465	0.03457743161
466	0.03447038182
467	0.0343924684
468	0.03433507357
469	0.03424782325
470	0.03413622122
471	0.03404811406
472	0.03399153685
473	0.03385128675
474	0.03378317916
475	0.03370841206
476	0.03361419323
477	0.03354724213
478	0.03350117466
479	0.03335210825
480	0.03321092203
481	0.03312234111
482	0.03302438885
483	0.03294413147
484	0.03285170915
485	0.03277275852
486	0.0326758418
487	0.03262284732
488	0.03251739327
489	0.03243683321
490	0.03233643946
491	0.032274149
492	0.03218425567
493	0.03210010164
494	0.03198662573
495	0.03189032454
496	0.03178691288
497	0.03170068047
498	0.03166505608
499	0.03157754558
500	0.03150452935
501	0.03135641424
502	0.03125351777
503	0.03119657011
504	0.03113773706
505	0.0310651957
506	0.03101749849
507	0.03092511323
508	0.03084232036
509	0.03077576887
510	0.03069154562
511	0.03064054727
512	0.03057053632
513	0.03051057396
514	0.03041135108
515	0.03030354703
516	0.0301965764
517	0.03012664036
518	0.03003376737
519	0.02995455929
520	0.02988897102
521	0.02980562247
522	0.02971068758
523	0.02963790167
524	0.02953225178
525	0.02946033057
526	0.02936467064
527	0.02929430877
528	0.02922499376
529	0.02911406954
530	0.02904179962
531	0.02893767797
532	0.02889106322
533	0.02882512305
534	0.02871053184
535	0.0286498827
536	0.02856714994
537	0.02850394374
538	0.02843478326
539	0.02834469278
540	0.02829161009
541	0.02817764028
542	0.02812386337
543	0.02807915643
544	0.02800460045
545	0.02794926835
546	0.02790810186
547	0.02782292687
548	0.02776614497
549	0.02769314523
550	0.02761911638
551	0.02753689982
552	0.02748903561
553	0.02740237581
554	0.02733357367
555	0.02727711611
556	0.02722612801
557	0.02714906523
558	0.02705168976
559	0.0269671635
560	0.02691317221
561	0.02686439708
562	0.02678270183
563	0.02670711375
564	0.0266415352
565	0.02659047806
566	0.02651281574
567	0.02646141405
568	0.02640434812
569	0.02632104338
570	0.02626176818
571	0.02620395998
572	0.02612402425
573	0.02607336799
574	0.0260162714
575	0.02592360112
576	0.02586159781
577	0.02580040848
578	0.02574900949
579	0.02569392089
580	0.02564195283
581	0.02557920019
582	0.025545387
583	0.02547348251
584	0.02540077484
585	0.02534340162
586	0.0252699639
587	0.02523196192
588	0.0251611148
589	0.02509937003
590	0.02504123314
591	0.02498799914
592	0.02494211037
593	0.02488137936
594	0.02483182117
595	0.02480458016
596	0.02473366647
597	0.02466656486
598	0.02462247812
599	0.02455592512
600	0.02449075347
601	0.02442930895
602	0.02438404946
603	0.02432182137
604	0.02423904459
605	0.02417917113
606	0.02412505971
607	0.02406475087
608	0.02401397763
609	0.0239486646
610	0.02388952717
611	0.02382699088
612	0.02378907736
613	0.02376196949
614	0.02370241433
615	0.02366080501
616	0.02361257083
617	0.02355217725
618	0.02351514676
619	0.02343833809
620	0.02340688677
621	0.02336653616
622	0.02332375712
623	0.02327397638
624	0.02320428736
625	0.02317136543
626	0.02313037365
627	0.02309727134
628	0.02306127559
629	0.02302072558
630	0.02296910755
631	0.02294208045
632	0.02287512584
633	0.02282792017
634	0.0227808278
635	0.02274783759
636	0.02268476901
637	0.022649216
638	0.02257882482
639	0.02250339083
640	0.02244390751
641	0.02239631588
642	0.02234660932
643	0.02230762897
644	0.02225057478
645	0.02220038887
646	0.02215652077
647	0.02210963738
648	0.02204924604
649	0.02199515822
650	0.0219450577
651	0.02188231126
652	0.02183534388
653	0.02179052762
654	0.02173875902
655	0.02168412129
656	0.02162352509
657	0.02159134798
658	0.02156418128
659	0.02152117538
660	0.0214771961
661	0.02143033461
662	0.02138175741
663	0.02132077682
664	0.02127653621
665	0.02123088195
666	0.02118824629
667	0.02111310564
668	0.02108446931
669	0.02104537213
670	0.02099500016
671	0.02092123551
672	0.02088092116
673	0.02085427915
674	0.02082498007
675	0.0207861266
676	0.02073955962
677	0.02068589021
678	0.02063239126
679	0.02061217146
680	0.02057271294
681	0.02052313243
682	0.0204858169
683	0.02044511643
684	0.02041341363
685	0.02038326032
686	0.0203647527
687	0.02032461878
688	0.02030263768
689	0.02025921823
690	0.02021993766
691	0.02017274302
692	0.02011987522
693	0.020064448
694	0.02002469995
695	0.01998211065
696	0.01993002723
697	0.01990012346
698	0.01986898524
699	0.01982631553
700	0.01979359806
701	0.0197588469
702	0.01973193468
703	0.01968353473
704	0.01964010453
705	0.01960940965
706	0.01958577051
707	0.01955984201
708	0.01950636522
709	0.01946026285
710	0.01941739514
711	0.01937906341
712	0.01932519952
713	0.01928095187
714	0.01924809331
715	0.01921567806
716	0.01918230987
717	0.01915174511
718	0.0191231473
719	0.01906235428
720	0.01903115981
721	0.01899314287
722	0.01895053471
723	0.01892458624
724	0.01889332844
725	0.01884549908
726	0.01879273822
727	0.01874712427
728	0.01870361253
729	0.01867194047
730	0.01862341369
731	0.01858770015
732	0.01853641517
733	0.01848883213
734	0.01845049757
735	0.01841245303
736	0.01838347538
737	0.01833066906
738	0.01830545966
739	0.01826608601
740	0.01822393055
741	0.01820280641
742	0.01815585929
743	0.01810990814
744	0.01806537799
745	0.01804250386
746	0.01801882165
747	0.01800201733
748	0.01795707166
749	0.01791767748
750	0.01786894137
751	0.01783052371
752	0.01779610832
753	0.01776062124
754	0.01774677612
755	0.0177287057
756	0.01770318607
757	0.0176654895
758	0.01762821845
759	0.01757869438
760	0.01753410118
761	0.0175157022
762	0.01749174728
763	0.01745861367
764	0.01742562654
765	0.01738743043
766	0.01736347961
767	0.01733086396
768	0.01728578105
769	0.01724368416
770	0.01721181333
771	0.01719684361
772	0.01716522623
773	0.01712751845
774	0.01707160027
775	0.01703995103
776	0.0170147794
777	0.0169652801
778	0.01693029811
779	0.01690253479
780	0.01687997502
781	0.01685584168
782	0.01683819223
783	0.01681350522
784	0.01679105885
785	0.01677557678
786	0.01674490867
787	0.01670861881
788	0.01667108113
789	0.01664962022
790	0.01662141209
791	0.0166055552
792	0.01655144918
793	0.01650705391
794	0.01646962012
795	0.01642504007
796	0.01639210425
797	0.01635966736
798	0.0163268713
799	0.01628500306
800	0.01626440667
801	0.01623170739
802	0.01620628319
803	0.01618380902
804	0.01614582462
805	0.01610419299
806	0.0160778124
807	0.01605087649
808	0.01603282303
809	0.01600791216
810	0.01597721379
811	0.01593866091
812	0.01591266678
813	0.01588059876
814	0.0158482817
815	0.01581052987
816	0.01577887612
817	0.01573909296
818	0.01571883911
819	0.0156817095
820	0.01564705588
821	0.01562524615
822	0.01559451949
823	0.01556650211
824	0.01553843194
825	0.01553231821
826	0.01549370067
827	0.015466
828	0.01542167352
829	0.0154039611
830	0.01536432812
831	0.01533709426
832	0.01530219613
833	0.01527364179
834	0.01524024846
835	0.0151942943
836	0.01515789022
837	0.01512583663
838	0.01509593507
839	0.01507394107
840	0.01503816495
841	0.01500753963
842	0.0149685879
843	0.01493756119
844	0.01490808101
845	0.01488386826
846	0.01485551871
847	0.01484292817
848	0.01481445058
849	0.01478390529
850	0.014742141
851	0.01471872437
852	0.01469177402
853	0.01465954437
854	0.01463498881
855	0.01460147658
856	0.01458753212
857	0.01456785276
858	0.0145396847
859	0.01451329965
860	0.01450045948
861	0.01449797995
862	0.01448549542
863	0.01445564923
864	0.01442737147
865	0.0144120172
866	0.01437857805
867	0.01435855889
868	0.01434143713
869	0.01431977078
870	0.01429663995
871	0.01426217139
872	0.01424599894
873	0.0142090092
874	0.01418863861
875	0.01416279701
876	0.01413027043
877	0.01412345546
878	0.01409473671
879	0.01405824494
880	0.01401411828
881	0.0139788768
882	0.01396078681
883	0.01394266312
884	0.01392624863
885	0.01390097248
886	0.01387711228
887	0.01385677321
888	0.01382173342
889	0.01379280162
890	0.01376827511
891	0.01374080786
892	0.01370883134
893	0.01368093084
894	0.01365297055
895	0.01362925825
896	0.01360941541
897	0.01358892507
898	0.01356240896
899	0.0135445622
900	0.01351516842
901	0.01348069005
902	0.01346101105
903	0.01343824606
904	0.01341507776
905	0.01340671663
906	0.0133842657
907	0.01334949062
908	0.01332939289
909	0.0133053652
910	0.01329376466
911	0.01326518473
912	0.01323394801
913	0.0132196046
914	0.01318909942
915	0.01315191419
916	0.01312549836
917	0.01310516331
918	0.01308003202
919	0.01306611366
920	0.01305615581
921	0.01303378815
922	0.01301366604
923	0.01298863695
924	0.0129662054
925	0.01292653777
926	0.01291707291
927	0.0128978519
928	0.01288512233
929	0.01286361604
930	0.01284579188
931	0.01281429662
932	0.01279004827
933	0.01276885861
934	0.01275468553
935	0.01272262054
936	0.01268893756
937	0.01267127779
938	0.01265366228
939	0.01262996624
940	0.01259930875
941	0.01257910429
942	0.0125633492
943	0.01252940692
944	0.01250529382
945	0.01248328078
946	0.01246858041
947	0.01244000836
948	0.01241898726
949	0.0123890664
950	0.01237219941
951	0.01235429138
952	0.01233468597
953	0.01231799108
954	0.01228679361
955	0.01228591491
956	0.01227170154
957	0.01224319204
958	0.01222352377
959	0.01220550232
960	0.01218100253
961	0.01215794984
962	0.01213878383
963	0.01211877121
964	0.01210630762
965	0.01209003704
966	0.01205881827
967	0.01202957128
968	0.01201225633
969	0.01199003331
970	0.01196738161
971	0.0119388787
972	0.01191008429
973	0.01190001551
974	0.01188559238
975	0.01185937546
976	0.01183999259
977	0.01183781303
978	0.0118226741
979	0.01180437807
980	0.01178220687
981	0.01175006154
982	0.01173488305
983	0.01171145347
984	0.01169196517
985	0.01166301666
986	0.01163955207
987	0.01160964252
988	0.01157749193
989	0.01156238988
990	0.01153919098
991	0.01151532111
992	0.01149906381
993	0.01146650958
994	0.01145059026
995	0.01143360135
996	0.01140510144
997	0.01137892078
998	0.01134792416
999	0.01132628005
